Date,AdjClose,Close,High,Low,Open,Volume
2015-11-02,466.6787414550781,478.25,479.8500061035156,473.1000061035156,477.7999877929687,10316509
2015-11-03,463.1658020019531,474.6499938964844,483.5,473.3500061035156,481.0,9337442
2015-11-04,461.06781005859375,472.5,480.1000061035156,470.6000061035156,480.0,6319148
2015-11-05,452.5783081054687,463.7999877929687,472.0,462.0,472.0,8078032
2015-11-06,453.8956604003906,465.1499938964844,467.5,459.5,462.0,9185858
2015-11-09,453.7005004882813,464.9500122070313,467.0,445.8999938964844,453.0,9643857
2015-11-10,457.0182495117187,468.3500061035156,473.5,462.25,463.0,7040567
2015-11-13,473.2166137695313,484.9500122070313,487.2000122070313,472.2999877929687,475.3999938964844,10014779
2015-11-16,469.8013000488281,481.4500122070313,485.0,477.0,484.0,6488927
2015-11-17,464.09283447265625,475.6000061035156,485.0,473.0499877929687,484.75,5944197
2015-11-18,452.3343811035156,463.5499877929687,476.7000122070313,462.2000122070313,474.7000122070313,6081331
2015-11-19,451.8464660644531,463.0499877929687,468.0,460.1000061035156,468.0,8717250
2015-11-20,448.723876953125,459.8500061035156,465.3500061035156,458.25,462.9500122070313,11446890
2015-11-23,451.5049743652344,462.7000122070313,464.25,458.7000122070313,461.0,7774882
2015-11-24,452.6271362304687,463.8500061035156,466.9500122070313,462.7000122070313,462.8500061035156,5388027
2015-11-26,454.0420227050781,465.2999877929687,468.5499877929687,464.5,465.1000061035156,26648537
2015-11-27,459.6040954589844,471.0,475.3999938964844,466.1000061035156,467.0,10288912
2015-11-30,457.3110046386719,468.6499938964844,474.3999938964844,468.1000061035156,469.25,8926273
2015-12-01,450.43157958984375,461.6000061035156,471.3500061035156,458.1499938964844,471.0,11177827
2015-12-02,448.38238525390625,459.5,463.3999938964844,457.25,462.25,7152991
2015-12-03,451.3097839355469,462.5,465.3500061035156,458.6499938964844,460.0,8154164
2015-12-04,449.358154296875,460.5,462.7999877929687,456.1000061035156,459.8999938964844,7000002
2015-12-07,451.1146240234375,462.2999877929687,465.5499877929687,460.2999877929687,462.9500122070313,6335649
2015-12-08,447.6993103027344,458.7999877929687,462.9500122070313,457.5,460.0,7003729
2015-12-09,439.6977233886719,450.6000061035156,461.1000061035156,448.0,457.0499877929687,8745990
2015-12-10,439.0634460449219,449.9500122070313,454.6000061035156,445.1000061035156,452.0,10192522
2015-12-11,429.9884338378906,440.6499938964844,450.7999877929687,436.5499877929687,449.9500122070313,15589823
2015-12-14,420.9134826660156,431.3500061035156,441.4500122070313,429.5,432.0,10389129
2015-12-15,425.5485534667969,436.1000061035156,436.8999938964844,429.6499938964844,432.0,11058615
2015-12-16,427.5489807128906,438.1499938964844,441.8999938964844,434.0,437.0,8881531
2015-12-17,425.0118408203125,435.5499877929687,443.6499938964844,431.4500122070313,442.0,11529678
2015-12-18,422.08441162109375,432.5499877929687,440.7999877929687,431.1000061035156,434.2999877929687,10297545
2015-12-21,431.6473388671875,442.3500061035156,443.2000122070313,432.1499938964844,432.5499877929687,5061836
2015-12-22,435.8920593261719,446.7000122070313,450.6499938964844,441.6000061035156,442.8999938964844,8722574
2015-12-23,441.0638427734375,452.0,452.7000122070313,448.2000122070313,450.0,4493436
2015-12-24,439.8440551757813,450.75,455.25,448.4500122070313,452.7999877929687,3633255
2015-12-28,444.3327941894531,455.3500061035156,456.6000061035156,448.3999938964844,450.0,5914945
2015-12-29,447.26019287109375,458.3500061035156,459.8999938964844,451.2000122070313,455.3999938964844,5987050
2015-12-30,444.0888671875,455.1000061035156,460.0,453.6000061035156,458.0,3766369
2015-12-31,438.2340393066406,449.1000061035156,456.0,448.2000122070313,456.0,6329611
2016-01-01,439.0146179199219,449.8999938964844,452.8999938964844,445.5499877929687,449.75,3345654
2016-01-04,427.7928466796875,438.3999938964844,448.8999938964844,436.1499938964844,448.8999938964844,5862854
2016-01-05,425.8901062011719,436.4500122070313,439.8999938964844,433.6000061035156,439.8999938964844,5579449
2016-01-06,420.2792053222656,430.7000122070313,439.2999877929687,430.0,439.2999877929687,5756267
2016-01-07,399.3481750488281,409.25,425.1499938964844,407.0,425.0,13787371
2016-01-08,403.6905517578125,413.7000122070313,418.75,410.0,413.5,11307470
2016-01-11,407.1058349609375,417.2000122070313,423.3999938964844,407.3999938964844,410.0,10352347
2016-01-12,396.2744140625,406.1000061035156,420.6499938964844,401.0,419.7999877929687,13070476
2016-01-13,396.85986328125,406.7000122070313,411.4500122070313,392.4500122070313,410.0,15873927
2016-01-14,381.1494140625,390.6000061035156,402.0,388.75,394.7999877929687,11776737
2016-01-15,365.1950073242187,374.25,395.8500061035156,369.0,392.4500122070313,13178892
2016-01-18,364.1703796386719,373.2000122070313,383.3500061035156,366.75,372.25,14117119
2016-01-19,383.4913635253906,393.0,396.0,376.0,376.0,14215698
2016-01-20,378.2220153808594,387.6000061035156,393.3999938964844,374.6499938964844,385.6000061035156,15605644
2016-01-21,399.2506408691406,409.1499938964844,412.4500122070313,397.7000122070313,400.0,28200956
2016-01-22,413.8876953125,424.1499938964844,427.6499938964844,414.6000061035156,419.3999938964844,15009103
2016-01-25,410.66754150390625,420.8500061035156,429.75,415.2000122070313,429.75,10252421
2016-01-27,405.3493347167969,415.3999938964844,426.5,411.6000061035156,424.1000061035156,8648945
2016-01-28,395.8352355957031,405.6499938964844,416.8999938964844,402.3999938964844,416.0,9370465
2016-01-29,398.518798828125,408.3999938964844,409.7999877929687,393.25,396.0,13667701
2016-02-01,389.638916015625,399.2999877929687,410.3500061035156,394.5,410.0,10700914
2016-02-02,381.4421081542969,390.8999938964844,404.4500122070313,388.6000061035156,399.0,12131028
2016-02-03,371.3425903320313,380.5499877929687,390.0,379.1499938964844,387.0,10077279
2016-02-04,373.4892883300781,382.75,386.6000061035156,373.3500061035156,385.75,11472602
2016-02-05,389.8828430175781,399.5499877929687,405.0,384.25,384.7000122070313,11677917
2016-02-08,398.66510009765625,408.5499877929687,417.9500122070313,401.0,401.0,11996680
2016-02-09,390.224365234375,399.8999938964844,405.8999938964844,396.0,401.0,6550274
2016-02-10,384.0768127441406,393.6000061035156,398.0,385.3500061035156,397.8999938964844,10922352
2016-02-11,368.0736999511719,377.2000122070313,396.75,373.2999877929687,392.8999938964844,8076824
2016-02-12,381.6373901367187,391.1000061035156,395.9500122070313,379.1000061035156,389.3999938964844,28434501
2016-02-15,407.544921875,417.6499938964844,420.0,395.6499938964844,395.6499938964844,13964589
2016-02-16,395.9815979003906,405.7999877929687,422.5,405.0,420.7999877929687,12445006
2016-02-17,393.3470153808594,403.1000061035156,406.8999938964844,394.75,406.8999938964844,10197761
2016-02-18,388.4191589355469,398.0499877929687,412.1000061035156,391.6000061035156,410.2000122070313,12069460
2016-02-19,383.00341796875,392.5,396.8999938964844,390.0,395.6000061035156,12915275
2016-02-22,387.54095458984375,397.1499938964844,398.75,391.0499877929687,395.0,10284642
2016-02-23,375.831298828125,385.1499938964844,397.8999938964844,383.25,397.8999938964844,9955791
2016-02-24,377.29498291015625,386.6499938964844,391.0,377.25,385.0,11983475
2016-02-25,369.0494384765625,378.2000122070313,387.7999877929687,377.4500122070313,386.1000061035156,9491615
2016-02-26,377.0022583007813,386.3500061035156,390.2999877929687,382.1499938964844,385.0,9588881
2016-02-29,366.6587219238281,375.75,391.6499938964844,374.0,387.0,82022905
2016-03-01,382.5155334472656,392.0,393.2000122070313,380.1000061035156,380.1000061035156,12822550
2016-03-02,397.3966064453125,407.25,411.7999877929687,400.0,400.0,15332044
2016-03-03,407.0570373535156,417.1499938964844,419.0,407.1000061035156,411.3500061035156,14677533
2016-03-04,405.983642578125,416.0499877929687,418.1499938964844,409.25,418.1499938964844,8992492
2016-03-08,401.7877197265625,411.75,423.0499877929687,408.7999877929687,415.6000061035156,6921273
2016-03-09,406.7642822265625,416.8500061035156,418.2000122070313,407.5,409.0,8437253
2016-03-10,403.0074462890625,413.0,420.0,410.6000061035156,417.5,5631550
2016-03-11,402.812255859375,412.7999877929687,421.9500122070313,408.25,413.8500061035156,8348484
2016-03-14,405.3981628417969,415.4500122070313,422.25,413.1000061035156,417.6000061035156,6963673
2016-03-15,408.71588134765625,418.8500061035156,421.75,416.1000061035156,417.5,8188560
2016-03-16,414.3267822265625,424.6000061035156,426.3500061035156,411.0,419.0,8290044
2016-03-17,417.7908935546875,428.1499938964844,435.0,425.5,430.0,11080947
2016-03-18,425.5485534667969,436.1000061035156,437.6000061035156,429.1000061035156,429.9500122070313,6675930
2016-03-21,433.7453308105469,444.5,445.5,437.8999938964844,439.0,8910574
2016-03-22,430.573974609375,441.25,447.6000061035156,434.2999877929687,447.0,8004834
2016-03-23,426.9146728515625,437.5,441.25,435.1000061035156,439.25,5018310
2016-03-28,412.6678771972656,422.8999938964844,438.6000061035156,419.7999877929687,437.8500061035156,9200929
2016-03-29,419.0594482421875,429.4500122070313,432.8999938964844,422.3999938964844,423.8999938964844,6674980
2016-03-30,433.50140380859375,444.25,445.7000122070313,432.1000061035156,433.2999877929687,9551121
2016-03-31,433.40380859375,444.1499938964844,449.0,438.2000122070313,443.7000122070313,12671936
2016-04-01,439.0146179199219,449.8999938964844,452.0,440.0499877929687,440.8999938964844,8827751
2016-04-04,433.9892272949219,444.75,451.5499877929687,442.1000061035156,451.5,5347581
2016-04-05,422.1332092285156,432.6000061035156,449.5,431.0,443.3999938964844,12100258
2016-04-06,414.37554931640625,424.6499938964844,436.2999877929687,423.1000061035156,433.2999877929687,7457831
2016-04-07,416.3271789550781,426.6499938964844,431.7999877929687,424.8999938964844,427.75,5374072
2016-04-08,411.39935302734375,421.6000061035156,427.3500061035156,420.0499877929687,426.7000122070313,6881318
2016-04-11,419.4009704589844,429.7999877929687,431.8999938964844,417.5,423.8999938964844,6221772
2016-04-12,423.5481567382813,434.0499877929687,436.4500122070313,429.3999938964844,430.5,5586212
2016-04-13,429.8420715332031,440.5,445.2999877929687,438.1000061035156,440.0499877929687,9091282
2016-04-18,434.4771728515625,445.25,446.0499877929687,437.3999938964844,444.9500122070313,6674315
2016-04-20,447.9920654296875,459.1000061035156,460.6499938964844,444.3500061035156,446.1000061035156,10775664
2016-04-21,456.6278991699219,467.9500122070313,472.75,463.0,463.7999877929687,11717618
2016-04-22,464.3367919921875,475.8500061035156,478.5,462.1000061035156,465.6000061035156,7323373
2016-04-25,458.5307312011719,469.8999938964844,477.3500061035156,465.0,474.0,7474910
2016-04-26,468.58154296875,480.2000122070313,484.8999938964844,463.6499938964844,470.1000061035156,12685893
2016-04-27,454.2372131347656,465.5,473.5,458.0499877929687,461.2999877929687,29544825
2016-04-28,456.7254638671875,468.0499877929687,471.8500061035156,461.5499877929687,463.0,16457436
2016-04-29,460.9702453613281,472.3999938964844,477.4500122070313,465.0499877929687,466.75,10883473
2016-05-02,460.3847351074219,471.7999877929687,479.0,468.4500122070313,474.3500061035156,9439328
2016-05-03,459.1650390625,470.5499877929687,475.0,466.2999877929687,473.8999938964844,8097969
2016-05-04,451.260986328125,462.4500122070313,470.0,460.25,466.0,8777977
